id,title,school,createdAt
230169879,我是柯粉，支持丁守中驗票,國立臺灣大學,2018-11-29T06:36:36.361Z
230169845,TMD! 小夫是不是在恐嚇台灣民眾呀？,文藻外語大學,2018-11-29T06:30:48.209Z
230169831,普悠瑪事件,建國科技大學,2018-11-29T06:27:49.537Z
230169771,同性戀與異性戀-挺同與反同 相等嗎？,靜宜大學,2018-11-29T06:18:26.559Z
230169701,高雄之戰,慈濟大學,2018-11-29T06:05:16.399Z
230169654,東奧正名疑問,國立成功大學,2018-11-29T05:57:38.941Z
230169459,堅哥太可愛啦,國立高雄應用科技大學,2018-11-29T05:20:29.396Z
230169399,#新聞 撐過烽火500天 為何吳音寧不再是「大哥」最愛,長榮大學,2018-11-29T05:07:09.390Z
230169319,總統與總經理的情感關係？,國立臺灣海洋大學,2018-11-29T04:53:42.177Z
230169254,中美貿易戰 白宮經濟顧問：不看好G20特習會,加州大學洛杉磯分校,2018-11-29T04:42:39.290Z
230169217,賴神!,朝陽科技大學,2018-11-29T04:36:09.807Z
230169183,武劍：俄烏刻赤海峽沖突，開了一次危險的先例,哈爾濱工業大學,2018-11-29T04:28:59.663Z
230169127,國寶外借東京博物館遭矮化？故宮：未註明「國立」的海報出自中國網路,國立中央大學,2018-11-29T04:18:27.367Z
230168896,如果選舉無效真的成立,國立高雄大學,2018-11-29T03:34:32.045Z
230168795,經長 : 過2025「缺電」 指示評估核三延役,新加坡國立大學,2018-11-29T03:15:30.003Z
230168758,柯文哲選總統？,致理科技大學,2018-11-29T03:07:10.087Z
230168731,台中市市長盧秀燕讚,UBER,2018-11-29T03:01:55.503Z
230168710,台鐵及我們的政府令人失望透頂,南臺科技大學,2018-11-29T02:58:17.788Z
230168708,烏克蘭與俄羅斯的衝突帶給台灣的警示,國立中正大學,2018-11-29T02:58:00.157Z
230168670,韓才是有愛與包容的人,國立東華大學,2018-11-29T02:48:59.715Z
230168667,我們是否真的擁有投票自由？,東海大學,2018-11-29T02:48:30.505Z
230168606,民進黨就是堅持不要臉,輸得起的趴趴趴,2018-11-29T02:34:30.281Z
230168482,燃料棒費用能不能從民進黨中出,中國科技大學,2018-11-29T02:09:14.759Z
230168481,原來這就是柯所帶來的價值,淡江大學,2018-11-29T02:09:04.286Z
230168477,無照酒駕超速是不是馬路新三寶,低薪工程師,2018-11-29T02:07:58.144Z
230168434,#新聞 川普與習近平會晤在即，美國或尋求貿易戰熄火,長榮大學,2018-11-29T01:58:11.933Z
230168377,台北市重選的話,國立成功大學,2018-11-29T01:43:14.987Z
230168372,親共哥好意思拿馬油電雙漲幫蔡護航還一堆愛心呢,羊,2018-11-29T01:42:13.745Z
230168315,有沒有醫師cp值很高的八卦?,國立陽明大學,2018-11-29T01:28:22.047Z
230168307,公投看法,武漢大學,2018-11-29T01:26:00.881Z
230168243,台北市快重選吧！,東吳大學,2018-11-29T01:02:35.349Z
230168197,吵得沸沸揚揚的議題,碳酸納,2018-11-29T00:49:08.870Z
230168132,台灣人比中國人更和諧,高雄醫學大學,2018-11-29T00:21:50.428Z
230168079,受益中美貿易戰，彭博社：桃園再度重生,國立中央大學,2018-11-29T00:00:27.597Z
230168065,盧秀燕 mou,國防醫學院,2018-11-28T23:54:50.392Z
230168041,台灣發動文革之可行性,路人,2018-11-28T23:43:32.790Z
230168031,綠委：核廢料放同意票最多的縣市 這不就是搭便車效應嗎！？,國立臺北大學,2018-11-28T23:35:35.885Z
230167998,兩黨一個假獨一個假統,臺北醫學大學,2018-11-28T23:09:39.306Z
230167997,韓國瑜過去車禍過失致死 緩刑,實踐大學,2018-11-28T23:08:47.526Z
230167976,「以核養綠」公投通過　綠委：核廢料放同意票最多的縣市,修平科技大學,2018-11-28T22:42:49.863Z
230167656,為什麼國民黨候選人當選就是倒向中國？,東海大學,2018-11-28T18:46:06.200Z
230167565,談到年金嘛,國立金門大學,2018-11-28T18:25:22.736Z
230167420,盧秀燕的好你知道嗎,好聽的卡稱都被取走了,2018-11-28T17:57:13.570Z
230167316,流浪狗和放養的狗真的可以繼續放任嗎？,大葉大學,2018-11-28T17:34:40.574Z
230167049,柯文哲真的自帶流量,致理科技大學,2018-11-28T17:01:39.481Z
230166931,4.2們別再帶風向救蔡了啦,國立臺北大學,2018-11-28T16:48:19.142Z
230166859,偉哉 中華民國自由區選後的太平盛事,元培醫事科技大學,2018-11-28T16:41:15.662Z
230166804,對其邁改觀,國立雲林科技大學,2018-11-28T16:34:59.626Z
230166729,時事版簽到處,淡江大學,2018-11-28T16:27:43.568Z
230166581,慟！聽聞同志為公投失敗輕生 郵局職員竟冷血歡呼,世新大學,2018-11-28T16:11:17.331Z
230166565,伴侶盟到底是怎樣,國立交通大學,2018-11-28T16:09:29.053Z
230166378,異鄉人學生看韓國瑜,高雄醫學大學,2018-11-28T15:47:12.684Z
230166309,#疑問 為什麼這次沒誰贏沒誰輸,長榮大學,2018-11-28T15:37:29.611Z
230166211,南非武官一家遭陳進興挾持事件,國立臺灣藝術大學,2018-11-28T15:26:52.701Z
230166178,美國對台看法 轉貼,國立成功大學,2018-11-28T15:21:43.102Z
230166162,酒駕重罰公投,國立臺灣大學,2018-11-28T15:20:13.234Z
230166151,韓國瑜真的好嗎,國立嘉義大學,2018-11-28T15:18:47.653Z
230166100,吳音寧可以下台了嗎？,中山醫學大學,2018-11-28T15:11:26.409Z
230166042,開票創最慢紀錄？ 北市選委會：新北市、桃園市更慢,東吳大學,2018-11-28T15:06:04.041Z
230166023,連署虐待性侵未成年 加重刑罰且不得假釋？,學店化學渣,2018-11-28T15:03:48.125Z
230165942,台灣世代對立，中國文化大革命,國立雲林科技大學,2018-11-28T14:53:09.445Z
230165870,有關中華台北的問題,東海大學,2018-11-28T14:46:10.281Z
230165862,原來這次大選藍綠大變天是因為這樣...,世新大學,2018-11-28T14:44:57.271Z
230165853,丁丁要驗票？！,中國科技大學,2018-11-28T14:44:21.561Z
230165831,#新聞  網友「小商人」籲不投蕭家班　見蕭淑麗落選還酸恭喜當選市民,健行科技大學,2018-11-28T14:41:15.197Z
230165754,國寶借日本 海報故宮字樣「被消失」？原來在這裡,國立中央大學,2018-11-28T14:27:25.118Z
230165672,單純覺得感動,國立東華大學,2018-11-28T14:17:06.525Z
230165663,10/21 6432次普悠瑪新馬站翻覆,慈濟大學,2018-11-28T14:16:00.439Z
230165465,陸客不會再來台灣了,none,2018-11-28T13:52:23.164Z
230165377,徵求11/25蘋果日報九合一選舉報紙,國立聯合大學,2018-11-28T13:40:24.475Z
230165338,淺談台灣,國立勤益科技大學,2018-11-28T13:36:02.258Z
230165231,新潮流北農之爭,國立高雄師範大學,2018-11-28T13:23:02.282Z
230165189,拒絕下台是？,國立虎尾科技大學,2018-11-28T13:18:43.734Z
230165166,基因編輯嬰兒的製造者現身了！,國立陽明大學,2018-11-28T13:16:39.485Z
230165118,Re：【回文】我就是反同，又怎樣,中國醫藥大學,2018-11-28T13:09:56.501Z
230164985,#協助 公投連署附議,逢甲大學,2018-11-28T12:49:58.611Z
230164969,9.2 v.s 新南向,匿名,2018-11-28T12:47:00.212Z
230164957,獻給喜愛台灣的每個人,輔仁大學,2018-11-28T12:45:22.829Z
230164954,更/台鐵的踢皮球遊戲,逢甲大學,2018-11-28T12:45:13.533Z
230164747,#新聞 阻止韓國瑜計畫 瘋狂綠粉號召去高雄「騷擾罵陸客」,國立高雄科技大學,2018-11-28T12:16:34.261Z
230164721,2018台北市長得票率,明志科技大學,2018-11-28T12:13:24.394Z
230164715,#新聞 男子炫耀感染大學生艾滋病 專家:或涉刑事犯罪,中原大學,2018-11-28T12:12:24.051Z
230164699,都是蔣主動讓中華民國退出聯合國？,國立政治大學,2018-11-28T12:09:40.881Z
230164550,投票結束看了許多文章,健行科技大學,2018-11-28T11:48:05.508Z
230164378,改革不是錯，不會改還硬要改才該死,中國醫藥大學,2018-11-28T11:20:34.257Z
230164321,關於丁守中重新驗票,國立雲林科技大學,2018-11-28T11:10:29.347Z
230164291,盧市長英明,國立高雄應用科技大學,2018-11-28T11:04:51.736Z
230164263,一生監督你一人,國立臺灣藝術大學,2018-11-28T11:00:26.935Z
230164257,楊康這角色是不是影射台獨人士啊,中國科技大學,2018-11-28T10:59:46.792Z
230164233,盧秀燕啊,淡江大學,2018-11-28T10:54:53.342Z
230164231,中國大陸最重要的攝影師11月3日在新疆被當地國保帶走,Moc,2018-11-28T10:54:22.119Z
230164125,是不是非台中人一直想鼓吹山手線讓台中負債更多啊,國立成功大學,2018-11-28T10:37:32.159Z
230164118,九二共識就是沒有共識,國立臺灣藝術大學,2018-11-28T10:36:10.626Z
230164094,什麼是民主國家領導人的氣度？這就是。,Moc,2018-11-28T10:31:55.670Z
230164088,林進vs韓國瑜,國立東華大學,2018-11-28T10:31:00.233Z
230164074,關於插滿旭日旗,真理大學,2018-11-28T10:30:01.632Z
230164056,YouTube明年將消失？,國立臺灣藝術大學,2018-11-28T10:27:25.490Z
230164047,選舉後的反思,逢甲大學,2018-11-28T10:26:18.436Z
230164039,蔡英文執政時，台灣的經濟到底好不好？,國立臺灣藝術大學,2018-11-28T10:24:02.731Z
230164014,#新聞 中國非洲豬瘟疫情擴散，立院今修法，擅自攜帶違規肉品最高可罰100萬,混亂自由主義者 改二,2018-11-28T10:19:36.280Z
230163968,覺青激進挺同吸獨仔,中國科技大學,2018-11-28T10:11:16.574Z
230163921,選總統,zxcvbb,2018-11-28T10:02:16.865Z
230163854,（轉載）緯瀚直播：丁守中的人和問題,網路義勇軍,2018-11-28T09:52:16.789Z
230163783,盧秀燕暫停山手線 網酸：台中人報應,國立臺中科技大學,2018-11-28T09:41:46.586Z
230163679,挺婚姻平權就不能投韓國瑜？,KK,2018-11-28T09:23:50.842Z
230163649,請問獨仔們認為自己是中國台北人嗎？,國立成功大學,2018-11-28T09:17:46.187Z
230163612,崩潰覺青的反攻,輔仁大學,2018-11-28T09:10:54.211Z
230163573,幫助中國遠征軍回家,哈爾濱工業大學,2018-11-28T09:03:34.896Z
230163521,台北市選舉的結果,致理科技大學,2018-11-28T08:54:40.635Z
230163495,天坑跟陳菊北漂了,東海大學,2018-11-28T08:50:09.470Z
230163448,台北也有坑坑了,國立臺北大學,2018-11-28T08:42:04.963Z
230163402,蔡總統是不是個好總統？,國立東華大學,2018-11-28T08:34:28.210Z
230163399,當了六都第一 然後龍龍就走了Q,長庚大學,2018-11-28T08:33:46.841Z
230163292,結果已定，輕鬆一下,元智大學,2018-11-28T08:15:22.381Z
230163277,真的有人這樣以為?,國立臺南藝術大學,2018-11-28T08:13:08.423Z
230163276,#新聞 烏克蘭總統：可能與俄羅斯發生「全面戰爭」,臺北醫學大學,2018-11-28T08:13:04.065Z
230163260,#新聞 放棄F-35 我擬對美採購66架F-16V新戰機,混亂自由主義者 改二,2018-11-28T08:10:38.497Z
230163235,我大堅哥！,國立高雄應用科技大學,2018-11-28T08:07:11.829Z
230163228,#更 大家都欠這女士一個公道,文藻外語大學,2018-11-28T08:06:13.773Z
230163220,#普悠瑪 黃國昌質詢重點整理,國立中興大學,2018-11-28T08:04:45.230Z
230163114,接代理黨主席 林右昌：協助黨主席補選、立委改選,佛光大學,2018-11-28T07:45:44.523Z
230163077,人家這不是道歉了嗎,中國文化大學,2018-11-28T07:39:53.422Z
230163030,#新聞 【2018大選】平權運動的智力測驗,長榮大學,2018-11-28T07:30:21.365Z
230162997,如果今天你是執政者 你會怎麼做？,中山醫學大學,2018-11-28T07:24:19.763Z
230162980,丁丁怎麼輸的,國立臺灣大學,2018-11-28T07:19:56.764Z
230162860,正名公投我投不同意,TTRAY,2018-11-28T06:58:56.634Z
230162838,台鐵無間道 草菅人命真的可惡,靜宜大學,2018-11-28T06:54:17.975Z
230162813,我反同,東海大學,2018-11-28T06:50:43.707Z
230162785,來聊聊這一次九合一大選之後的台灣，我們到底向世界傳遞了什麼訊息？以及將會變成什麼樣子吧？,國立勤益科技大學,2018-11-28T06:45:12.434Z
230162758,盧秀燕：山手線先停、恢復老人健保,東吳大學,2018-11-28T06:41:32.823Z
230162596,不只重提驗票！丁守中聲請扣押名冊　選務人員恐要上法院,網路義勇軍,2018-11-28T06:15:48.444Z
230162380,#新闻 美副總統稱臺灣和美國合作才是最好選項 國台辦回應,東海大學,2018-11-28T05:38:56.327Z
230162365,(轉貼) 洪慈庸 : 康寧大學境外生非法打工非個案,輔仁大學,2018-11-28T05:37:14.047Z
230162348,原台南合同廳舍 年底開展,長榮大學,2018-11-28T05:35:00.265Z
230162344,歧視跟意見怎麼分,臺北醫學大學,2018-11-28T05:34:15.140Z
230162304,#新闻 大陸對台政策將有所調整？國台辦這樣回應,東海大學,2018-11-28T05:28:31.804Z
230162280,#新闻 國家主席習近平抵達馬德里開始對西班牙王國進行國事訪問,東海大學,2018-11-28T05:25:31.514Z
230162227,台南五期重劃區 兩大利多後市俏？新屋量有點高.....,長榮大學,2018-11-28T05:17:56.924Z
230162167,投票年齡限制,國立臺中教育大學,2018-11-28T05:07:51.991Z
230162073,#更 到底要驗不驗拉==,國立金門大學,2018-11-28T04:54:58.956Z
230162060,台北市長,國立臺北大學,2018-11-28T04:53:46.641Z
230162047,吳蕚洋5論點挺丁守中　籲中選會：不准發放當選證書給柯文哲,國立清華大學,2018-11-28T04:51:04.519Z
230162032,不要再發黑柯文了,龍華科技大學,2018-11-28T04:49:46.076Z
230161906,英文的努力 大家都看到了,White男孩,2018-11-28T04:31:05.370Z
230161888,#新聞 綠規藍不隨！盧秀燕：山手線先停、恢復老人健保,國立臺灣科技大學,2018-11-28T04:27:35.390Z
230161840,（轉）丁守中請勿製造台北市民對立,網路義勇軍,2018-11-28T04:19:14.912Z
230161796,挺同的酸民們,靜宜大學,2018-11-28T04:12:06.503Z
230161776,問一下台中人一個問題,國立臺北大學,2018-11-28T04:09:31.717Z
230161748,阿扁兒子都當選了,朝陽科技大學,2018-11-28T04:05:43.069Z
230161743,丁丁你到底想怎樣嘛,中國文化大學,2018-11-28T04:04:47.994Z
230161703,其實賴不是因為選舉結果想下台,飛飛飛,2018-11-28T03:59:22.322Z
230161701,終究核能還是會被淘汰,國立臺北大學,2018-11-28T03:59:08.623Z
230161608,紐時：台灣會成為倒向中國的第一塊骨牌嗎？,國立中正大學,2018-11-28T03:46:29.205Z
230161606,#新聞#討論 你們還是只在意選票,羊,2018-11-28T03:46:17.163Z
230161536,#討論  為什麼台獨不支持維持現狀呢?,逢甲大學,2018-11-28T03:36:55.263Z
230161473,韓國瑜陳其邁交情其實很好吧,國立中正大學,2018-11-28T03:28:48.505Z
230161392,有沒有反核不愛拿正確資料辯論的掛？,新加坡國立大學,2018-11-28T03:15:49.984Z
230161278,選舉觀察：台灣新聞自由的被箝制與網路資訊風向的被操弄,國立中山大學,2018-11-28T02:53:51.960Z
230161276,柯文哲到底會甚麼,不服來辯,2018-11-28T02:53:26.122Z
230161240,2020直攻總統大選　張善政表態：認真思考中,國立臺北大學,2018-11-28T02:47:09.993Z
230161093,#討論#新聞 賴神阿賴神呵呵,羊,2018-11-28T02:09:22.488Z
230161092,#影 王世堅送柯p龍袍😂,嘉南藥理大學,2018-11-28T02:09:10.518Z
230161041,馬克宏或將修法 將所有文物歸還非洲,哈佛大學,2018-11-28T01:57:50.840Z
230161013,#新聞 「洞察號」成功登陸火星，NASA 展開深度探索,長榮大學,2018-11-28T01:48:26.861Z
230160912,選完了，回來談談地方怎麼創生吧~,東海大學,2018-11-28T01:16:43.644Z
230160882,2020總統大選覺得有機率勝選組合以及分析,國立勤益科技大學,2018-11-28T01:05:56.125Z
230160861,因為民進黨打壓正名公投才輸？,國立臺中科技大學,2018-11-28T00:59:49.635Z
230160791,【摯盼盡速落實「參與式預算」之勝選政見】,社會變革,2018-11-28T00:34:17.671Z
230160782,What country are you from?,國立宜蘭大學,2018-11-28T00:29:42.407Z
230160746,原來是你成就了韓流。,佛光大學,2018-11-28T00:13:05.817Z
230160742,丁提選舉無效　佛光總會澄清：未動員幫找「證人」,網路義勇軍,2018-11-28T00:11:34.953Z
230160710,#討論 蔡英文很爛嗎？沒錯 史上最爛,埃雷拉大學,2018-11-27T23:54:15.955Z
230160697,韓總拜託你一定要做給酸民看！,中原大學,2018-11-27T23:46:29.780Z
230160633,兩黨和柯的統獨立場？,臺北醫學大學,2018-11-27T23:03:16.967Z
230160562,大台中市,真理大學,2018-11-27T21:29:38.801Z
230160444,大丁小傳 (三) 大局算什麼之我要逆天,嶺東科技大學,2018-11-27T19:49:21.127Z
230160376,大丁小傳（二）不惑仔之黨內激鬥篇,嶺東科技大學,2018-11-27T19:15:50.265Z
230160349,蔡英文執政真的很差嗎？,致理科技大學,2018-11-27T19:03:43.615Z
230160330,關於行政院副院長卓榮泰的一席話,中國文化大學,2018-11-27T18:57:08.606Z
230160258,大丁小傳（一）黨國高層之背骨人生,嶺東科技大學,2018-11-27T18:36:52.645Z
230160245,關於新疆集中營,國立臺灣大學,2018-11-27T18:33:55.039Z
230160225,大巨蛋停工是好事,南臺科技大學,2018-11-27T18:28:32.478Z
230159868,小學校看湾湾政治,realtw,2018-11-27T17:27:11.423Z
230159855,到底挺佳龍的台中朋友，可以回答一下這個問題嗎？,國立嘉義大學,2018-11-27T17:25:16.550Z
230159637,我最想念胡爸,長庚科技大學,2018-11-27T17:01:42.131Z
230159604,普悠瑪內幕（黃國昌國會版）,國立臺中科技大學,2018-11-27T16:58:10.347Z
230159598,大巨蛋弊案&郝龍斌,傳說雷玩家,2018-11-27T16:57:49.329Z
230159488,揭秘）超展開洗腦計劃 廠工準備入侵囉,國立中興大學,2018-11-27T16:46:11.256Z
230159424,黃國昌真正點出普悠瑪事故維修面問題 11/27立法院會質詢,國立宜蘭大學,2018-11-27T16:39:24.103Z
230159409,怕東怕西就被統一就好了啊,崑山科技大學,2018-11-27T16:38:03.728Z
230159360,關於非核家園,國立臺北大學,2018-11-27T16:32:13.879Z
230159315,#討論 為什麼大家都罵他？,銘傳大學,2018-11-27T16:28:04.418Z
230159262,史上第一個基因編輯嬰兒誕生啦！！,國立陽明大學,2018-11-27T16:23:23.140Z
230159233,Chinese Taipei代表中國台北嗎？,國立宜蘭大學,2018-11-27T16:20:03.729Z
230159216,另類的綁架,小小邊緣人,2018-11-27T16:17:48.347Z
230159190,可以停止這些無腦的舉動嗎,Kiss my 卡稱,2018-11-27T16:14:29.641Z
230159188,九合一大選與公投：民進黨大敗　民粹政客冒起　需要工人政黨挑戰藍綠財團統治,托派,2018-11-27T16:14:18.644Z
230159163,所以阿扁為什麼會被罵那麼慘？,馬偕醫護管理專科學校,2018-11-27T16:10:48.510Z
230159118,我覺得東奧正名就像是...,國立清華大學,2018-11-27T16:06:07.881Z
230159071,柯文哲：我們沒有新制度 就是把誠信當標準,東吳大學,2018-11-27T16:01:20.338Z
230159033,即便你是異性戀，也要跟父母談論同志,南華大學,2018-11-27T15:57:36.293Z
230158829,柯p,🌸,2018-11-27T15:34:56.355Z
230158804,公投結果小感,中國醫藥大學,2018-11-27T15:32:05.214Z
230158779,普悠瑪黑幕不能沉,實踐大學,2018-11-27T15:28:12.331Z
230158751,副總統是幹啥用的,淡江大學,2018-11-27T15:24:23.480Z
230158660,該維護的權益就是該維護,東吳大學,2018-11-27T15:15:02.704Z
230158525,#問 對於中國人來台觀光的看法,嘉南藥理大學,2018-11-27T15:01:34.647Z
230158511,雖然公投沒過…,淡江大學,2018-11-27T15:00:21.208Z
230158458,韓還沒上任T台就在幫忙收割前朝,國立屏東科技大學,2018-11-27T14:54:15.030Z
230158288,中華台北之光,國立臺南大學,2018-11-27T14:36:51.244Z
230158274,為何台灣人不重視美中貿易戰？,達姆施塔特工業大學,2018-11-27T14:35:52.250Z
230158232,#討論 蘇嘉全參選民進洞洞主席,台南應用科技大學,2018-11-27T14:30:54.244Z
230158199,無限期支持Dolce Gabbana杜嘉班納！,宏國德霖科技大學,2018-11-27T14:26:36.093Z
230158170,非法移民斥責美警方對孩童使用催淚瓦斯,玄奘大學,2018-11-27T14:22:55.303Z
230158162,這分明是誘姦！,國立金門大學,2018-11-27T14:22:31.131Z
230158116,丁守中是不是來亂的？,國立中興大學,2018-11-27T14:19:24.090Z
230158091,普悠瑪頂起來！！,淡江大學,2018-11-27T14:16:19.521Z
230158065,關於這次選舉我的心得,國立中央大學,2018-11-27T14:12:54.370Z
230157984,我是台灣人,國立臺南大學,2018-11-27T14:02:32.699Z
230157936,覺青說：要刪好友，於是你被刪了,哈佛大學,2018-11-27T13:56:16.855Z
230157933,#問 法律的位階,臺北醫學大學,2018-11-27T13:55:58.518Z
230157884,為何不辦統獨公投,國立臺灣大學,2018-11-27T13:50:03.003Z
230157876,美禁令打擊！福建晉華產線全停擺 歐美供應商撤出,國立臺灣大學,2018-11-27T13:49:04.716Z
230157867,不甩北京哀求！川普最殺招出手 明年6兆關稅更恐怖,國立臺灣大學,2018-11-27T13:47:15.992Z
230157811,為什麼這種人可以當立委？？？？？？？,中原大學,2018-11-27T13:38:22.227Z
230157712,覺青嫌同志支持者太多嗎,新加坡國立大學,2018-11-27T13:23:08.705Z
230157552,11-27～12/27丁守中行程,無恥盜賊,2018-11-27T12:55:48.903Z
230157411,為什麼這次以核養綠會過呢？,國立臺中科技大學,2018-11-27T12:34:40.064Z
230157392,#新聞 維族女揭發新疆再教育營酷刑　慘遭電擊、下藥,親共都將被制裁,2018-11-27T12:31:29.768Z
230157378,所以我說普悠馬事件的報告呢？,世新大學,2018-11-27T12:28:57.097Z
230157373,#新聞 第一個基因編輯人類可能已經誕生了,國立臺灣學店 電子系,2018-11-27T12:28:26.945Z
230157292,有三件事情我們絕對不能忘,國立政治大學,2018-11-27T12:16:33.756Z
230157287,盧秀燕人呢？,國立彰化師範大學,2018-11-27T12:15:00.202Z
230157226,台北市長選戰結局？,長庚大學,2018-11-27T12:06:30.817Z
230157185,2018新北市長選舉藍綠分部,明志科技大學,2018-11-27T12:01:24.675Z
230157106,#討論 阿伯剩四年了,東海大學,2018-11-27T11:51:04.119Z
230157042,統獨話題,元智大學,2018-11-27T11:42:15.025Z
230156965,請支持組台獨敢死隊,none,2018-11-27T11:29:51.312Z
230156905,台中人就是長眼才不投佳龍啦,長榮大學,2018-11-27T11:23:27.321Z
230156789,盧秀燕恐找回台中BRT之父林良泰任局長,朝陽科技大學,2018-11-27T11:00:20.713Z
230156726,#幫高調 公投提案多夫多妻,中華醫事科技大學,2018-11-27T10:50:45.733Z
230156710,罪魁禍首,Young man,2018-11-27T10:48:54.059Z
230156686,不甩北京哀求！川普最殺招出手 明年6兆關稅更恐怖,國立中正大學,2018-11-27T10:44:53.941Z
230156684,請問台獨有打仗戰爭，為國犧牲的覺悟嗎？(認真),國立雲林科技大學,2018-11-27T10:44:24.925Z
230156575,4.2！4.2！,國立臺灣大學,2018-11-27T10:27:51.743Z
230156546,別只管愛家盟作票亂象了，我現在真的感覺很害怕(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀),銘傳大學,2018-11-27T10:22:45.163Z
230156526,求政治系翻譯,國立彰化師範大學,2018-11-27T10:18:40.654Z
230156520,國民黨要幫忙付一半開銷 要求丁守中再聲請驗票,網路義勇軍,2018-11-27T10:17:09.105Z
230156504,普悠瑪事件不能亡!近期資訊連結!,國立宜蘭大學,2018-11-27T10:13:34.943Z
230156500,中國台北,沒有常識的愚民,2018-11-27T10:13:01.626Z
230156466,2020你投得下去嗎？,臺北醫學大學,2018-11-27T10:05:37.293Z
230156347,假設丁守中提的選舉無效，勝訴。然後......,國立中興大學,2018-11-27T09:46:48.304Z
230156290,中華台北是對的選擇嗎?,國立中正大學,2018-11-27T09:35:43.418Z
230156278,選舉無效的問題,淡江大學,2018-11-27T09:34:55.447Z
230156247,一堆深綠台獨的在裝柯粉？,自己國家自己救,2018-11-27T09:29:27.519Z
230156244,張國寶：有人批判中國風電“大躍進”，卻不知產業發展的動因,哈爾濱工業大學,2018-11-27T09:29:14.459Z
230156177,厲害我的韓,中國文化大學,2018-11-27T09:17:16.595Z
230156166,台灣真的不能代表我們嗎？？,崑山科技大學,2018-11-27T09:15:51.911Z
230156140,丁丁要驗票了!,158.9,2018-11-27T09:11:54.282Z
230156106,等一個人 跳河,中華醫事科技大學,2018-11-27T09:07:33.411Z
230156045,#討論 你們還有機會,長榮大學,2018-11-27T08:59:22.804Z
230156039,韓情邁邁 推上去！別再被媒體誤導了 其實,義守大學,2018-11-27T08:58:34.830Z
230156038,關於忍術：選舉無效之術,無恥盜賊,2018-11-27T08:58:27.769Z
230156011,都市更新為什麼不可以一坪換一坪？,太陽雨🌦,2018-11-27T08:55:33.165Z
230155991,黃國昌爆台鐵要找基層10人扛責　賴清德：該負責的就要負責,國立嘉義大學,2018-11-27T08:53:03.202Z
230155983,#更  因為普悠瑪，我很心疼黃國昌。    台鐵根本草菅人命😡,腳臭廣志,2018-11-27T08:51:57.011Z
230155924,台式民主,真理大學,2018-11-27T08:42:10.009Z
230155900,獨仔要是再崩潰下去,國立成功大學,2018-11-27T08:39:28.663Z
230155839,海水都能採礦了太平島不能挖石油？,國立成功大學,2018-11-27T08:29:28.867Z
230155824,中華民國就是代表台灣🇹🇼,中國文化大學,2018-11-27T08:26:06.837Z
230155784,台灣會成為省 還是 特別行政區,真理大學,2018-11-27T08:20:30.594Z
230155767,藍綠都垃圾？？ 柯p? ?,國立成功大學,2018-11-27T08:17:58.437Z
230155678,菜英文鎖國？,國立高雄第一科技大學,2018-11-27T08:03:44.070Z
230155593,關於政治的一些疑問,國立中興大學,2018-11-27T07:48:17.827Z
230155566,獨仔真統派？？,國立成功大學,2018-11-27T07:44:19.791Z
230155462,兩岸時事話題版開版文，看看就好了,真理大學,2018-11-27T07:26:19.936Z
230155381,真正有在做事的候選人 高思博（含淚,黑人,2018-11-27T07:12:17.355Z
230155307,瑞典電視台報導台灣選舉,國立聯合大學,2018-11-27T06:57:26.847Z
230155287,#新聞 賴清德：如果要以空汙為標準 最好的能源就是核電,國立臺灣大學,2018-11-27T06:54:13.536Z
230155283,柯p,康寧大學,2018-11-27T06:53:42.887Z
230155279,迫切的危機：預備俄軍入侵？烏克蘭頒布「30日戒嚴令」,佛光大學,2018-11-27T06:53:08.494Z
230155274,支持宋楚瑜的來這裏,東吳大學,2018-11-27T06:52:41.781Z
230155245,#回 不是簡單的統獨二分法,國立成功大學,2018-11-27T06:46:57.642Z
230155238,為什麼同婚專法會說是歧視！,國立臺灣大學,2018-11-27T06:44:50.255Z
230155203,認真想問一下,淡江大學,2018-11-27T06:38:12.850Z
230155170,純心得分享 波旁王朝轉世在台灣,神的中華神聖東羅馬民國,2018-11-27T06:32:57.811Z
230155152,台灣正名vs 九二共識,長庚大學,2018-11-27T06:29:32.858Z
230155135,憑什麼大家就要支持同,正修科技大學,2018-11-27T06:27:21.735Z
230155086,致熱門的三好兩壞們,國立嘉義大學,2018-11-27T06:19:58.072Z
230154991,獨仔們現在要住哪？,國立成功大學,2018-11-27T06:06:54.170Z
230154946,台灣價值就是偷渡中國特色價值,國立成功大學,2018-11-27T06:00:43.372Z
230154917,關於公投和新南向政策諸多疑點,明心見性,2018-11-27T05:55:48.206Z
230154792,為什麼獨仔們不支持kmt,國立成功大學,2018-11-27T05:33:08.026Z
230154776,更/普悠瑪！台鐵又要推給司機了！,真理大學,2018-11-27T05:28:04.785Z
230154746,如果一開始你就有把他們當人看,南亞技術學院,2018-11-27T05:21:39.108Z
230154736,雞排妹替陳其邁酸完韓國瑜...然後呢？,真理大學,2018-11-27T05:20:25.271Z
230154716,對於92共識,隨風飄泊,2018-11-27T05:17:28.638Z
230154679,莫忘普悠瑪,國防大學,2018-11-27T05:09:36.534Z
230154672,強勢關注！「韓總」韓國瑜要來廈門了？就在12月3日…,佛光大學,2018-11-27T05:08:35.296Z
