id,title,createdAt
230026881,#新聞 南部屏東<em>空</em><em>汙</em>問題成屏東選舉話題,2018-11-09T09:31:00.456Z
230026865,#屏東縣長選情 蘇清泉批屏東縣成<em>空</em>污受害者,2018-11-09T09:28:40.309Z
230024632,體育課,2018-11-09T01:58:20.598Z
230024551,<em>空</em><em>汙</em>口罩（點進來推薦一下唄）,2018-11-09T01:34:25.58Z
230019065,#新聞 蘭嶼達悟族人：「核廢惡靈遷出蘭嶼」,2018-11-08T06:39:15.17Z
230017777,模型攝影系列：霧天,2018-11-08T03:05:52.469Z
230017194,正妹暴增,2018-11-08T00:42:12.458Z
230016802,公投通過後？？？,2018-11-07T19:23:53.695Z
230016004,分享自身對於<em>空</em><em>汙</em>的想法,2018-11-07T16:56:03.42Z
230015471,#文長 關於公投案,2018-11-07T15:56:07.941Z
230014654,《徵才廣告》,2018-11-07T14:32:42.672Z
230014195,（反深澳＋反<em>空</em><em>汙</em>＋以核養綠）,2018-11-07T13:30:30.736Z
230014070,【亞大公投案宣傳】投出幸福未來,2018-11-07T13:13:07.094Z
230013790,我請你喝咖啡吧,2018-11-07T12:30:43.829Z
230012714,吸菸什麼的早就不流行了,2018-11-07T09:33:03.118Z
230012209,#新聞 驚！一張圖看新營國小消失霧霾中 校長：空氣有焦味、不新鮮,2018-11-07T08:05:28.323Z
230010446,2018十案公投通過可能性,2018-11-07T03:03:00.357Z
230009672,<em>空</em><em>汙</em>好嚴重,2018-11-06T23:21:45.828Z
230008491,所以我說，公投的效力與影響到底是什麼？,2018-11-06T16:54:57.608Z
230008484,各位回家支持以核養綠吧,2018-11-06T16:54:22.289Z
230000882,#新聞 屏東縣長候選人蘇清泉挺高雄11/11 反<em>空</em><em>汙</em>大遊行 蘇清泉：期許一起扭轉劣勢翻轉高屏,2018-11-05T16:20:51.813Z
230000569,#新聞 屏東縣長候選人蘇清泉與高雄市長候選人韓國瑜聯合反<em>空</em><em>汙</em>,2018-11-05T15:53:01.978Z
229992797,要比移居城市，高雄還是佔上風的吧,2018-11-04T15:30:52.841Z
229992267,韓國瑜：11／11不會北上參加六都合體造勢,2018-11-04T14:33:15.156Z
229992098,#新聞 屏東縣長選戰／蘇清泉挾韓流打空<em>汙</em>,2018-11-04T14:08:34.373Z
